ENSGid	gene_name
ENSG00000065883.10	CDK13
ENSG00000108576.5	SLC6A4
ENSG00000205898.3	RP11-3B12.4
ENSG00000112851.10	ERBB2IP
ENSG00000253972.1	RP11-4K16.2
ENSG00000145808.4	ADAMTS19
ENSG00000188352.8	FOCAD
ENSG00000171793.9	CTPS1
ENSG00000170677.5	SOCS6
ENSG00000266753.2	RP11-690G19.3
ENSG00000258352.1	RP11-23J18.1
ENSG00000130377.9	ACSBG2
ENSG00000123505.10	AMD1
ENSG00000175787.12	ZNF169
ENSG00000100138.9	NHP2L1
ENSG00000185839.2	RP4-592A1.2
ENSG00000186205.8	MARC1
ENSG00000152217.12	SETBP1
ENSG00000125843.6	AP5S1
ENSG00000135966.8	TGFBRAP1
ENSG00000162430.12	SEPN1
ENSG00000131844.11	MCCC2
ENSG00000119514.5	GALNT12
ENSG00000107281.5	NPDC1
ENSG00000164509.9	IL31RA
ENSG00000080839.7	RBL1
ENSG00000108278.7	ZNHIT3
ENSG00000100354.16	TNRC6B
ENSG00000184979.9	USP18
ENSG00000121481.6	RNF2
ENSG00000150776.13	C11orf57
ENSG00000166165.8	CKB
ENSG00000246100.3	LINC00900
ENSG00000250539.1	KRT8P33
ENSG00000120251.14	GRIA2
ENSG00000197991.10	PCDH20
ENSG00000180914.6	OXTR
ENSG00000112379.8	KIAA1244
ENSG00000178691.6	SUZ12
ENSG00000092051.12	JPH4
ENSG00000248334.2	WHAMMP2
ENSG00000132356.7	PRKAA1
ENSG00000240050.1	RP1-93H18.1
ENSG00000154642.6	C21orf91
ENSG00000158715.5	SLC45A3
ENSG00000120129.5	DUSP1
ENSG00000168495.8	POLR3D
ENSG00000172732.7	MUS81
ENSG00000128595.12	CALU
ENSG00000104412.3	EMC2
ENSG00000136869.13	TLR4
ENSG00000133067.13	LGR6
ENSG00000100968.9	NFATC4
ENSG00000225526.4	C3orf83
ENSG00000166169.12	POLL
ENSG00000224899.1	RP11-3B12.5
ENSG00000269490.1	SBP1
ENSG00000250274.1	CTB-114C7.4
ENSG00000148795.5	CYP17A1
ENSG00000148288.7	GBGT1
ENSG00000105220.10	GPI
ENSG00000073150.9	PANX2
ENSG00000107021.11	TBC1D13
ENSG00000228216.1	RP11-367F23.1
ENSG00000122254.6	HS3ST2
ENSG00000117139.12	KDM5B
ENSG00000100139.9	MICALL1
ENSG00000151835.9	SACS
ENSG00000163273.3	NPPC
ENSG00000182632.10	CCNYL2
ENSG00000112902.7	SEMA5A
ENSG00000253658.1	RP11-600K15.1
ENSG00000240405.1	RP11-460N16.1
ENSG00000148339.8	SLC25A25
ENSG00000171246.5	NPTX1
ENSG00000100918.8	REC8
ENSG00000130475.10	FCHO1
ENSG00000169750.4	RAC3
ENSG00000132300.14	PTCD3
ENSG00000171443.6	ZNF524
ENSG00000198842.5	DUSP27
ENSG00000270001.1	RP11-218C14.8
ENSG00000156804.3	FBXO32
ENSG00000095777.10	MYO3A
ENSG00000160087.16	UBE2J2
ENSG00000243649.4	CFB
ENSG00000101463.5	SYNDIG1
ENSG00000108231.7	LGI1
ENSG00000115762.12	PLEKHB2
ENSG00000170421.7	KRT8
ENSG00000224543.3	AC012318.3
ENSG00000168243.6	GNG4
ENSG00000257151.1	PWAR6
ENSG00000152413.10	HOMER1
ENSG00000172046.14	USP19
ENSG00000100567.8	PSMA3
ENSG00000133110.10	POSTN
ENSG00000271653.1	RP11-259K5.1
ENSG00000188322.4	SBK1
ENSG00000179921.10	GPBAR1
ENSG00000137691.8	C11orf70
ENSG00000196428.8	TSC22D2
ENSG00000100325.10	ASCC2
ENSG00000075407.13	ZNF37A
ENSG00000100575.9	TIMM9
ENSG00000181227.2	RP4-682C21.2
ENSG00000227777.1	RP4-738P11.3
ENSG00000140945.11	CDH13
ENSG00000240441.1	RP11-864J10.2
ENSG00000169989.2	TIGD4
ENSG00000240622.1	RP11-521J5.1
ENSG00000271034.1	RP11-963H1.1
ENSG00000095637.16	SORBS1
ENSG00000167193.7	CRK
ENSG00000182636.4	NDN
ENSG00000181830.7	SLC35C1
ENSG00000260490.2	RP11-265N6.3
ENSG00000180318.3	ALX1
ENSG00000163374.15	YY1AP1
ENSG00000259687.1	RP11-293M10.5
ENSG00000256229.3	ZNF486
ENSG00000148411.3	NACC2
ENSG00000120742.6	SERP1
ENSG00000149269.5	PAK1
ENSG00000108688.7	CCL7
ENSG00000180370.6	PAK2
ENSG00000196776.10	CD47
ENSG00000156535.9	CD109
ENSG00000140326.8	CDAN1
ENSG00000167941.2	SOST
ENSG00000229720.1	RP3-495K2.2
ENSG00000162227.3	TAF6L
ENSG00000223908.5	AC068657.2
ENSG00000120889.8	TNFRSF10B
ENSG00000008513.10	ST3GAL1
ENSG00000163961.4	RNF168
ENSG00000196453.7	ZNF777
ENSG00000197993.3	KEL
ENSG00000096088.12	PGC
ENSG00000173175.10	ADCY5
ENSG00000111540.11	RAB5B
ENSG00000113569.11	NUP155
ENSG00000135914.5	HTR2B
ENSG00000122515.10	ZMIZ2
ENSG00000174521.7	TTC9B
ENSG00000168502.13	SOGA2
ENSG00000119681.7	LTBP2
ENSG00000169682.13	SPNS1
ENSG00000078808.12	SDF4
ENSG00000168077.9	SCARA3
ENSG00000259763.1	RP11-327J17.1
ENSG00000251332.1	RP11-177C12.4
ENSG00000187098.10	MITF
ENSG00000140632.12	GLYR1
ENSG00000134247.9	PTGFRN
ENSG00000123119.7	NECAB1
ENSG00000018236.10	CNTN1
ENSG00000267185.1	PTP4A2P1
ENSG00000188994.8	ZNF292
ENSG00000243225.2	RP11-7F17.1
ENSG00000175509.8	RP11-395L14.13
ENSG00000069702.6	TGFBR3
ENSG00000204681.6	GABBR1
ENSG00000121903.10	ZSCAN20
ENSG00000116132.7	PRRX1
ENSG00000135315.7	KIAA1009
ENSG00000099889.9	ARVCF
ENSG00000114279.9	FGF12
ENSG00000169758.8	C15orf27
ENSG00000149243.11	KLHL35
ENSG00000132591.7	ERAL1
ENSG00000104369.4	JPH1
ENSG00000007047.10	MARK4
ENSG00000147854.12	UHRF2
ENSG00000136717.10	BIN1
ENSG00000189167.7	ZAR1L
ENSG00000259404.1	EFTUD1P1
ENSG00000167765.3	AC018755.1
ENSG00000152082.9	MZT2B
ENSG00000162598.9	C1orf87
ENSG00000250708.1	RP11-161D15.1
ENSG00000228507.1	DAP3P2
ENSG00000160408.10	ST6GALNAC6
ENSG00000215317.2	THUMPD1P1
ENSG00000219565.2	ZNF259P1
ENSG00000143552.5	NUP210L
ENSG00000184601.6	C14orf180
ENSG00000118257.12	NRP2
ENSG00000236078.1	AC095067.1
ENSG00000182257.5	C22orf26
ENSG00000183098.6	GPC6
ENSG00000188026.7	RILPL1
ENSG00000271151.1	RP11-394I13.2
ENSG00000073803.9	MAP3K13
ENSG00000255008.2	AP000442.4
ENSG00000157240.2	FZD1
ENSG00000152192.6	POU4F1
ENSG00000124602.5	UNC5CL
ENSG00000124523.10	SIRT5
ENSG00000268041.1	CTD-2575K13.6
ENSG00000142867.8	BCL10
ENSG00000112655.11	PTK7
ENSG00000139517.6	LNX2
ENSG00000132623.11	ANKEF1
ENSG00000126882.8	FAM78A
ENSG00000196187.7	TMEM63A
ENSG00000242325.1	RPS12P31
ENSG00000156256.10	USP16
ENSG00000165389.6	SPTSSA
ENSG00000139370.6	SLC15A4
ENSG00000065000.11	AP3D1
ENSG00000259565.2	KRT8P23
ENSG00000077984.4	CST7
ENSG00000089060.7	SLC8B1
ENSG00000180672.4	AC007362.1
ENSG00000161048.7	NAPEPLD
ENSG00000096717.7	SIRT1
ENSG00000228793.1	RP1-223B1.1
ENSG00000075711.16	DLG1
ENSG00000146411.5	SLC2A12
ENSG00000255910.1	RP11-405A12.2
ENSG00000138802.7	SEC24B
ENSG00000046889.14	PREX2
ENSG00000152284.4	TCF7L1
ENSG00000182963.5	GJC1
ENSG00000136908.13	DPM2
ENSG00000150540.9	HNMT
ENSG00000135298.9	BAI3
ENSG00000203602.1	AL137059.1
ENSG00000135218.13	CD36
ENSG00000160345.8	C9orf116
ENSG00000075673.7	ATP12A
ENSG00000224940.4	PRRT4
ENSG00000136868.9	SLC31A1
ENSG00000133026.8	MYH10
ENSG00000272379.1	RP1-257A7.5
ENSG00000130818.6	ZNF426
ENSG00000273190.1	RP11-255C15.4
ENSG00000119946.9	CNNM1
ENSG00000114127.6	XRN1
ENSG00000175183.5	CSRP2
ENSG00000078140.9	UBE2K
ENSG00000197885.6	NKIRAS1
ENSG00000237263.1	MAPK6PS3
ENSG00000160209.14	PDXK
ENSG00000196700.3	ZNF512B
ENSG00000146267.11	FAXC
ENSG00000257704.2	PRR24
ENSG00000161594.6	KLHL10
ENSG00000138182.10	KIF20B
ENSG00000187164.13	KIAA1598
ENSG00000071205.7	ARHGAP10
ENSG00000111110.7	PPM1H
ENSG00000227684.1	CROCCP4
ENSG00000185523.6	C1orf227
ENSG00000112319.13	EYA4
ENSG00000090006.13	LTBP4
ENSG00000065978.13	YBX1
ENSG00000156486.7	KCNS2
ENSG00000234287.1	RP11-761N21.2
ENSG00000081014.6	AP4E1
ENSG00000259538.1	RP11-671M22.6
ENSG00000205318.3	GCNT6
ENSG00000198914.2	POU3F3
ENSG00000111445.9	RFC5
ENSG00000250742.1	RP11-834C11.4
ENSG00000139974.11	SLC38A6
ENSG00000186340.10	THBS2
ENSG00000113194.8	FAF2
ENSG00000198574.4	SH2D1B
ENSG00000205359.5	SLCO6A1
ENSG00000146674.10	IGFBP3
ENSG00000261239.2	ANKRD26P1
ENSG00000155256.13	ZFYVE27
ENSG00000153767.5	GTF2E1
ENSG00000124535.11	WRNIP1
ENSG00000198483.8	ANKRD35
ENSG00000140538.12	NTRK3
ENSG00000243056.1	EIF4EBP3
ENSG00000133740.6	E2F5
ENSG00000169762.12	TAPT1
ENSG00000237404.1	RP3-471C18.2
ENSG00000069248.9	NUP133
ENSG00000176046.7	NUPR1
ENSG00000234773.2	CTD-2666L21.1
ENSG00000217716.3	RPS10P3
ENSG00000105514.3	RAB3D
ENSG00000127884.4	ECHS1
ENSG00000143294.10	PRCC
ENSG00000170190.11	SLC16A5
ENSG00000103043.10	VAC14
ENSG00000166090.8	IL25
ENSG00000198585.7	NUDT16
ENSG00000105851.6	PIK3CG
ENSG00000168461.8	RAB31
ENSG00000104415.9	WISP1
ENSG00000262006.1	RP11-700H6.4
ENSG00000158406.2	HIST1H4H
ENSG00000179403.10	VWA1
ENSG00000134369.11	NAV1
ENSG00000239815.1	RP11-309L24.4
ENSG00000021645.13	NRXN3
ENSG00000226499.1	RP5-882O7.1
ENSG00000273165.1	RP11-1057B6.1
ENSG00000106829.14	TLE4
ENSG00000232439.1	RPL18AP7
ENSG00000254750.1	CASP1P2
ENSG00000178636.4	RP11-455G16.1
ENSG00000267175.1	RP11-879F14.1
ENSG00000184274.3	LINC00315
ENSG00000172425.6	TTC36
ENSG00000143630.5	HCN3
ENSG00000171044.6	XKR6
ENSG00000181090.13	EHMT1
ENSG00000110429.9	FBXO3
ENSG00000034152.14	MAP2K3
ENSG00000267498.1	CTB-32O4.2
ENSG00000105323.12	HNRNPUL1
ENSG00000140279.8	DUOX2
ENSG00000141568.15	FOXK2
ENSG00000196659.9	TTC30B
ENSG00000170004.12	CHD3
ENSG00000258484.3	SPESP1
ENSG00000168890.9	TMEM150A
ENSG00000114062.13	UBE3A
ENSG00000174748.14	RPL15
ENSG00000132698.9	RAB25
ENSG00000235316.1	DUSP8P5
ENSG00000169783.8	LINGO1
ENSG00000173947.9	PIFO
ENSG00000264954.1	RP11-214C8.2
ENSG00000179029.10	TMEM107
ENSG00000247095.2	MIR210HG
ENSG00000206432.4	TMEM200C
ENSG00000214534.4	ZNF705E
ENSG00000213741.4	RPS29
ENSG00000182185.14	RAD51B
ENSG00000125971.12	DYNLRB1
ENSG00000179066.6	AC020907.1
ENSG00000103121.4	CMC2
ENSG00000172458.4	IL17D
ENSG00000198198.9	SZT2
ENSG00000004779.5	NDUFAB1
ENSG00000151012.9	SLC7A11
ENSG00000132692.14	BCAN
ENSG00000271259.1	RP11-1109F11.5
ENSG00000270689.1	RP11-712B9.4
ENSG00000256582.1	RP11-75L1.1
ENSG00000254987.1	RP11-563P16.1
ENSG00000270177.1	CTD-2410N18.3
ENSG00000171658.4	RP11-443P15.2
ENSG00000233775.1	RP4-811H24.9
ENSG00000214203.4	RPS4XP1
ENSG00000168658.14	VWA3B
ENSG00000181038.9	METTL23
ENSG00000167981.4	ZNF597
ENSG00000176994.9	SMCR8
ENSG00000185621.7	LMLN
ENSG00000256347.1	OR8R1P
ENSG00000185158.8	LRRC37B
ENSG00000107036.7	KIAA1432
ENSG00000198853.7	RUSC2
ENSG00000198793.8	MTOR
ENSG00000132570.10	PCBD2
ENSG00000140740.6	UQCRC2
ENSG00000258591.2	RP11-545M17.3
ENSG00000042286.10	AIFM2
ENSG00000171496.2	OR1L8
ENSG00000171970.8	ZNF57
ENSG00000250606.4	PRSS3P2
ENSG00000089199.5	CHGB
ENSG00000173875.9	ZNF791
ENSG00000214077.4	GNAQP1
ENSG00000124091.5	GCNT7
ENSG00000258531.2	BANF1P1
ENSG00000132603.9	NIP7
ENSG00000161681.11	SHANK1
ENSG00000258301.2	RP11-488C13.5
ENSG00000227507.2	LTB
ENSG00000128567.12	PODXL
ENSG00000177359.13	RP11-551L14.1
ENSG00000126457.16	PRMT1
ENSG00000228067.1	RP11-61J19.3
ENSG00000272663.1	RP11-191L17.1
ENSG00000125484.7	GTF3C4
ENSG00000089737.11	DDX24
ENSG00000139613.7	SMARCC2
ENSG00000255933.1	RP11-495K9.5
ENSG00000152457.13	DCLRE1C
ENSG00000186628.8	FSD2
ENSG00000248323.1	LUCAT1
ENSG00000152234.11	ATP5A1
ENSG00000118242.11	MREG
ENSG00000172840.2	PDP2
ENSG00000102962.4	CCL22
ENSG00000184557.3	SOCS3
ENSG00000139826.5	ABHD13
ENSG00000152147.6	GEMIN6
ENSG00000116748.15	AMPD1
ENSG00000165030.3	NFIL3
ENSG00000242562.1	DCAF13P1
ENSG00000196267.8	ZNF836
ENSG00000156206.9	C15orf26
ENSG00000260619.1	RP11-775C24.3
ENSG00000070159.9	PTPN3
ENSG00000254331.1	CKS1BP7
ENSG00000127526.9	SLC35E1
ENSG00000196449.3	YRDC
ENSG00000165156.10	ZHX1
ENSG00000103047.3	TANGO6
ENSG00000197959.9	DNM3
ENSG00000130635.11	COL5A1
ENSG00000232334.1	RP11-47G11.2
ENSG00000119408.12	NEK6
ENSG00000271396.1	RP11-697E2.9
ENSG00000204150.7	CTGLF11P
ENSG00000128342.4	LIF
ENSG00000272416.1	CTD-2081C10.7
ENSG00000197616.7	MYH6
ENSG00000196576.10	PLXNB2
ENSG00000226979.4	LTA
ENSG00000074603.14	DPP8
ENSG00000100462.11	PRMT5
ENSG00000176920.10	FUT2
ENSG00000136758.14	YME1L1
ENSG00000272327.1	RP11-1002K11.1
ENSG00000186654.16	PRR5
ENSG00000099910.12	KLHL22
ENSG00000123384.9	LRP1
ENSG00000237758.1	BANF1P3
ENSG00000102935.7	ZNF423
ENSG00000223812.1	RP11-197K6.1
ENSG00000233622.1	CYP2T2P
ENSG00000100314.3	CABP7
ENSG00000168334.8	XIRP1
ENSG00000172016.11	REG3A
ENSG00000164405.6	UQCRQ
ENSG00000162706.8	CADM3
ENSG00000178789.4	CD300LB
ENSG00000110492.11	MDK
ENSG00000240096.1	RP11-85G20.1
ENSG00000225614.2	ZNF469
ENSG00000255394.2	C8orf49
ENSG00000174429.3	ABRA
ENSG00000215271.6	HOMEZ
ENSG00000232499.2	RP11-512F24.1
ENSG00000270728.1	RP4-657E11.10
ENSG00000204524.5	ZNF805
ENSG00000259262.1	NDUFA3P4
ENSG00000248927.1	CTD-2334D19.1
ENSG00000261265.1	CTD-2515H24.4
ENSG00000167995.11	BEST1
ENSG00000269929.1	RP11-2B6.2
ENSG00000125780.11	TGM3
ENSG00000116337.11	AMPD2
ENSG00000138294.9	MSMB
ENSG00000168564.5	CDKN2AIP
ENSG00000064195.7	DLX3
ENSG00000223518.5	CSNK1A1P1
ENSG00000139239.6	RPL14P1
ENSG00000146006.7	LRRTM2
ENSG00000104976.7	SNAPC2
ENSG00000271420.1	RP5-1057J7.7
ENSG00000270528.1	RP11-674I16.2
ENSG00000179526.12	SHARPIN
ENSG00000101342.5	TLDC2
ENSG00000168621.10	GDNF
ENSG00000150551.10	LYPD1
ENSG00000101210.6	EEF1A2
ENSG00000243627.4	AP000322.53
ENSG00000075391.12	RASAL2
ENSG00000197429.6	IPP
ENSG00000077254.10	USP33
ENSG00000128524.4	ATP6V1F
ENSG00000143157.7	POGK
ENSG00000261008.2	AC004158.2
ENSG00000267519.2	MIR24-2
ENSG00000114416.13	FXR1
ENSG00000273156.1	RP11-127B20.2
ENSG00000175970.7	UNC119B
ENSG00000215835.2	RP11-9L18.2
ENSG00000151498.7	ACAD8
ENSG00000226887.3	ERVMER34-1
ENSG00000168454.10	TXNDC2
ENSG00000110484.6	SCGB2A2
ENSG00000189134.3	NKAPL
ENSG00000133265.6	HSPBP1
ENSG00000115942.4	ORC2
ENSG00000250568.1	RP11-333E13.2
ENSG00000159082.13	SYNJ1
ENSG00000196544.6	C17orf59
ENSG00000174695.5	TMEM167A
ENSG00000151131.5	C12orf45
ENSG00000145107.11	TM4SF19
ENSG00000220793.4	RPL21P119
ENSG00000233347.1	ERP29P1
ENSG00000184916.4	JAG2
ENSG00000257894.1	RP1-78O14.1
ENSG00000164161.5	HHIP
ENSG00000185453.8	C19orf68
ENSG00000128908.11	INO80
ENSG00000165659.12	DACH1
ENSG00000220867.1	RP3-403L10.2
ENSG00000228477.1	RP3-342P20.2
ENSG00000255561.2	FDXACB1
ENSG00000185101.8	ANO9
ENSG00000120318.11	ARAP3
ENSG00000272053.1	RP11-367G6.3
ENSG00000134046.7	MBD2
ENSG00000163563.7	MNDA
ENSG00000130699.12	TAF4
ENSG00000264943.1	SH3GL1P2
ENSG00000204220.5	PFDN6
ENSG00000230581.2	RP11-390F4.8
ENSG00000165813.12	C10orf118
ENSG00000177575.8	CD163
ENSG00000122729.14	ACO1
ENSG00000221890.2	NPTXR
ENSG00000132855.4	ANGPTL3
ENSG00000270171.1	RP11-338N10.1
ENSG00000173786.12	CNP
ENSG00000166377.15	ATP9B
ENSG00000240729.1	CTD-2301A4.3
ENSG00000035141.3	FAM136A
ENSG00000250241.1	RP11-9G1.3
ENSG00000232894.1	MRPS31P2
ENSG00000132664.7	POLR3F
ENSG00000196218.7	RYR1
ENSG00000261461.1	UBE2MP1
ENSG00000248527.1	MTATP6P1
ENSG00000226309.1	SMARCE1P2
ENSG00000021574.7	SPAST
ENSG00000136842.9	TMOD1
ENSG00000116016.9	EPAS1
ENSG00000175155.4	YPEL2
ENSG00000260743.1	RP11-255C15.3
ENSG00000049246.10	PER3
ENSG00000146858.7	ZC3HAV1L
ENSG00000175691.8	ZNF77
ENSG00000269978.1	RP11-338N10.3
ENSG00000267011.1	CTB-50L17.16
ENSG00000179796.7	LRRC3B
ENSG00000273160.1	RP11-104L21.3
ENSG00000187912.7	CLEC17A
ENSG00000213326.4	RPS7P11
ENSG00000062370.12	ZNF112
ENSG00000130203.5	APOE
ENSG00000178096.8	BOLA1
ENSG00000092054.12	MYH7
ENSG00000163637.7	PRICKLE2
ENSG00000102931.3	ARL2BP
ENSG00000134460.11	IL2RA
ENSG00000164742.10	ADCY1
ENSG00000254783.1	RP11-320L11.2
ENSG00000008118.5	CAMK1G
ENSG00000164951.11	PDP1
ENSG00000170276.4	HSPB2
ENSG00000099204.14	ABLIM1
ENSG00000186260.12	MKL2
ENSG00000161298.12	ZNF382
ENSG00000255735.1	AC110619.1
ENSG00000152422.11	XRCC4
ENSG00000257501.2	RP11-1016B18.1
ENSG00000214875.2	MED28P1
ENSG00000213509.4	PPIAP16
ENSG00000136156.8	ITM2B
ENSG00000176371.9	ZSCAN2
ENSG00000272859.1	RP11-352E8.2
ENSG00000174500.8	GCSAM
ENSG00000073849.10	ST6GAL1
ENSG00000272735.1	RP11-467P9.1
ENSG00000244005.8	NFS1
ENSG00000141526.10	SLC16A3
ENSG00000271927.1	CTD-2541M15.4
ENSG00000128951.9	DUT
ENSG00000270076.1	AF131215.8
ENSG00000173039.14	RELA
ENSG00000255080.1	RP11-1082L8.3
ENSG00000253161.1	RP11-150O12.1
ENSG00000153046.13	CDYL
ENSG00000237422.1	RP11-305L7.3
ENSG00000138796.11	HADH
ENSG00000158435.3	CNOT11
ENSG00000095059.11	DHPS
ENSG00000107175.6	CREB3
ENSG00000213585.6	VDAC1
ENSG00000149716.8	ORAOV1
ENSG00000163636.6	PSMD6
ENSG00000267885.1	FKSG48
ENSG00000166224.12	SGPL1
ENSG00000132693.8	CRP
ENSG00000228897.1	CTD-2021A8.2
ENSG00000241634.1	RP11-381E24.1
ENSG00000142615.7	CELA2A
ENSG00000223695.1	RP4-633O19__A.1
ENSG00000270419.1	CAHM
ENSG00000198134.2	RP11-267J23.4
ENSG00000091651.4	ORC6
ENSG00000057149.10	SERPINB3
ENSG00000151360.5	ALLC
ENSG00000168546.6	GFRA2
ENSG00000091157.9	WDR7
ENSG00000108405.3	P2RX1
ENSG00000183137.10	CEP57L1
ENSG00000141968.3	VAV1
ENSG00000165480.11	SKA3
ENSG00000186480.8	INSIG1
ENSG00000197859.5	ADAMTSL2
ENSG00000257231.1	RP11-438N16.2
ENSG00000028839.5	TBPL1
ENSG00000155903.7	RASA2
ENSG00000228110.3	ST13P19
ENSG00000003400.10	CASP10
ENSG00000118515.7	SGK1
ENSG00000150991.10	UBC
ENSG00000174796.8	THAP6
ENSG00000234009.1	RPL5P34
ENSG00000258900.1	HNRNPCP1
ENSG00000270585.1	RP11-568G11.4
ENSG00000269947.1	RP11-849F2.9
ENSG00000242791.2	RP11-651P23.5
ENSG00000205869.2	KRTAP5-1
ENSG00000138769.6	CDKL2
ENSG00000270427.1	NRBF2P5
ENSG00000104671.3	DCTN6
ENSG00000180801.11	ARSJ
ENSG00000259434.1	RP11-720L8.1
ENSG00000129116.13	PALLD
ENSG00000154479.8	CCDC173
ENSG00000081985.6	IL12RB2
ENSG00000128731.11	HERC2
ENSG00000261068.1	RP11-7K24.3
ENSG00000143222.7	UFC1
ENSG00000203435.2	AC104600.1
ENSG00000087237.6	CETP
ENSG00000113742.8	CPEB4
ENSG00000250115.2	AK3P2
ENSG00000168610.10	STAT3
ENSG00000235084.2	CHCHD2P6
ENSG00000185105.4	MYADML2
ENSG00000111817.12	DSE
ENSG00000162616.8	DNAJB4
ENSG00000106799.8	TGFBR1
ENSG00000131153.4	GINS2
ENSG00000130305.12	NSUN5
ENSG00000171033.8	PKIA
ENSG00000186638.11	KIF24
ENSG00000257335.4	MGAM
ENSG00000137766.12	UNC13C
ENSG00000267506.1	RP11-13K12.1
ENSG00000233214.1	AC002511.2
ENSG00000196724.8	ZNF418
ENSG00000160741.12	CRTC2
ENSG00000135919.8	SERPINE2
ENSG00000228218.1	ATF4P3
ENSG00000105127.4	AKAP8
ENSG00000180447.5	GAS1
ENSG00000024526.12	DEPDC1
ENSG00000060982.10	BCAT1
ENSG00000177352.9	CCDC71
ENSG00000162188.5	GNG3
ENSG00000163586.5	FABP1
ENSG00000137872.11	SEMA6D
ENSG00000132938.14	MTUS2
ENSG00000172007.5	RAB33B
ENSG00000148734.7	NPFFR1
ENSG00000226360.4	RPL10AP6
ENSG00000181873.8	IBA57
ENSG00000240371.1	RPS4XP13
ENSG00000162980.12	ARL5A
ENSG00000131408.9	NR1H2
ENSG00000181634.7	TNFSF15
ENSG00000198744.5	RP5-857K21.11
ENSG00000196159.7	FAT4
ENSG00000196754.6	S100A2
ENSG00000233368.2	RP11-277L2.3
ENSG00000117724.8	CENPF
ENSG00000225760.1	LINC00431
ENSG00000106436.4	MYL10
ENSG00000268442.1	HAVCR1P1
ENSG00000267466.1	RP11-13K12.5
ENSG00000169635.5	HIC2
ENSG00000180346.2	TIGD2
ENSG00000249115.4	HAUS5
ENSG00000174851.10	YIF1A
ENSG00000090339.4	ICAM1
ENSG00000155282.7	RP11-195B21.3
ENSG00000161649.8	CD300LG
ENSG00000259676.1	RP11-343B18.2
ENSG00000272715.1	RP4-753F5.1
ENSG00000232218.1	RP1-149A16.16
ENSG00000173928.2	SWSAP1
ENSG00000238132.2	CASC4P1
ENSG00000067057.12	PFKP
ENSG00000227394.1	AC007386.3
ENSG00000139547.6	RDH16
ENSG00000148926.5	ADM
ENSG00000106927.7	AMBP
ENSG00000235440.1	RP11-214J9.1
ENSG00000166426.7	CRABP1
ENSG00000259448.2	RP11-16E12.1
ENSG00000173085.9	COQ2
ENSG00000152377.8	SPOCK1
ENSG00000197149.4	RP11-452G18.2
ENSG00000168259.10	DNAJC7
ENSG00000165417.7	GTF2A1
ENSG00000088305.14	DNMT3B
ENSG00000153294.7	GPR115
ENSG00000118985.10	ELL2
ENSG00000166188.2	ZNF319
ENSG00000248458.2	AL139147.1
ENSG00000256568.1	RP11-800A3.3
ENSG00000135469.9	COQ10A
ENSG00000267767.2	CTC-523E23.4
ENSG00000160013.4	PTGIR
ENSG00000106028.6	SSBP1
ENSG00000136918.3	WDR38
ENSG00000176244.6	ACBD7
ENSG00000259719.1	RP11-930O11.1
ENSG00000116793.11	PHTF1
ENSG00000258702.1	RP11-433J8.1
ENSG00000123178.10	SPRYD7
ENSG00000255583.1	RP11-415I12.2
ENSG00000168906.8	MAT2A
ENSG00000265298.1	RP13-104F24.3
ENSG00000215267.4	AKR1C7P
ENSG00000090659.13	CD209
ENSG00000271835.1	RP11-129K12.4
ENSG00000167994.7	RAB3IL1
ENSG00000249936.2	RAC1P2
ENSG00000081248.6	CACNA1S
ENSG00000197409.6	HIST1H3D
ENSG00000265743.1	RP11-848P1.3
ENSG00000145740.14	SLC30A5
ENSG00000214552.4	COPS8P2
ENSG00000159763.3	PIP
ENSG00000267736.1	HMGB2P1
ENSG00000104299.10	INTS9
ENSG00000086967.9	MYBPC2
ENSG00000110536.9	PTPMT1
ENSG00000173406.11	DAB1
ENSG00000105662.11	CRTC1
ENSG00000128918.10	ALDH1A2
ENSG00000105341.14	ATP5SL
ENSG00000066117.10	SMARCD1
ENSG00000197238.3	HIST1H4J
ENSG00000183963.14	SMTN
ENSG00000103707.5	MTFMT
ENSG00000269976.1	RP11-130L8.2
ENSG00000271843.1	RP11-245J9.5
ENSG00000259417.2	RP11-2E17.1
ENSG00000177374.8	HIC1
ENSG00000103091.10	WDR59
ENSG00000170876.7	TMEM43
ENSG00000198081.6	ZBTB14
ENSG00000163520.9	FBLN2
ENSG00000107651.8	SEC23IP
ENSG00000179144.4	GIMAP7
ENSG00000137331.11	IER3
ENSG00000237441.5	RGL2
ENSG00000135862.5	LAMC1
ENSG00000143178.8	TBX19
ENSG00000179532.8	DNHD1
ENSG00000165338.12	HECTD2
ENSG00000198734.6	F5
ENSG00000147655.6	RSPO2
ENSG00000173281.4	PPP1R3B
ENSG00000115234.6	SNX17
ENSG00000106460.14	TMEM106B
ENSG00000160712.8	IL6R
ENSG00000198121.9	LPAR1
ENSG00000170549.3	IRX1
ENSG00000151067.16	CACNA1C
ENSG00000143450.10	OAZ3
ENSG00000132958.13	TPTE2
ENSG00000185028.3	LRRC14B
ENSG00000167772.7	ANGPTL4
ENSG00000118960.8	HS1BP3
ENSG00000250645.1	CTD-2228K2.1
ENSG00000197530.8	MIB2
ENSG00000185634.7	SHC4
ENSG00000213513.3	RP13-39P12.2
ENSG00000178082.5	TWF1P1
ENSG00000112343.8	TRIM38
ENSG00000272565.1	RP11-485G4.2
ENSG00000079385.17	CEACAM1
ENSG00000185532.10	PRKG1
ENSG00000163605.10	PPP4R2
