ENSGid	gene_name
ENSG00000241168.1	RP11-10O22.1
ENSG00000137857.13	DUOX1
ENSG00000229233.1	AC011891.5
ENSG00000102466.11	FGF14
ENSG00000123983.9	ACSL3
ENSG00000131788.11	PIAS3
ENSG00000102445.14	KIAA0226L
ENSG00000184471.6	C1QTNF8
ENSG00000164326.4	CARTPT
ENSG00000187735.8	TCEA1
ENSG00000197632.4	SERPINB2
ENSG00000139684.9	ESD
ENSG00000205544.3	TMEM256
ENSG00000166923.6	GREM1
ENSG00000166676.10	TVP23A
ENSG00000145741.11	BTF3
ENSG00000128059.4	PPAT
ENSG00000236018.2	RP4-814D15.1
ENSG00000221886.3	C5orf54
ENSG00000261823.1	RP11-48G14.1
ENSG00000169604.15	ANTXR1
ENSG00000241889.1	RP11-435F17.3
ENSG00000128254.9	C22orf24
ENSG00000240950.1	RP11-372E1.1
ENSG00000270457.1	RP11-467C18.1
ENSG00000204334.7	ERICH2
ENSG00000235482.1	RPL21P135
ENSG00000157570.7	TSPAN18
ENSG00000256232.1	RP11-771K4.1
ENSG00000078295.11	ADCY2
ENSG00000114346.9	ECT2
ENSG00000104447.7	TRPS1
ENSG00000188215.5	DCUN1D3
ENSG00000137055.10	PLAA
ENSG00000162873.10	KLHDC8A
ENSG00000174600.9	CMKLR1
ENSG00000254701.2	RP11-1415C14.4
ENSG00000009413.11	REV3L
ENSG00000051620.6	HEBP2
ENSG00000178776.4	C5orf46
ENSG00000175414.6	ARL10
ENSG00000173862.3	RP11-89N17.1
ENSG00000272800.1	RP11-438L19.1
ENSG00000035681.3	NSMAF
ENSG00000243000.1	RP11-504P24.3
ENSG00000228224.3	NACAP1
ENSG00000187720.10	THSD4
ENSG00000187800.9	PEAR1
ENSG00000205683.7	DPF3
ENSG00000178028.9	DMAP1
ENSG00000152952.7	PLOD2
ENSG00000155849.11	ELMO1
ENSG00000232040.2	SCAND3
ENSG00000259327.1	CTD-2184D3.6
ENSG00000154175.12	ABI3BP
ENSG00000166920.6	C15orf48
ENSG00000124766.4	SOX4
ENSG00000100884.5	CPNE6
ENSG00000177030.12	DEAF1
ENSG00000196421.3	LINC00176
ENSG00000196387.5	ZNF140
ENSG00000259959.1	RP11-121C2.2
ENSG00000132394.6	EEFSEC
ENSG00000169251.8	NMD3
ENSG00000111275.8	ALDH2
ENSG00000113205.2	PCDHB3
ENSG00000254016.2	ALG1L10P
ENSG00000100031.14	GGT1
ENSG00000166503.4	HDGFRP3
ENSG00000007062.7	PROM1
ENSG00000174370.5	C11orf45
ENSG00000173638.14	SLC19A1
ENSG00000139154.10	AEBP2
ENSG00000205361.4	MT1DP
ENSG00000182621.12	PLCB1
ENSG00000113578.13	FGF1
ENSG00000260484.1	RP11-1081M5.2
ENSG00000100258.13	LMF2
ENSG00000112306.7	RPS12
ENSG00000072401.10	UBE2D1
ENSG00000261857.2	MIA
ENSG00000149294.12	NCAM1
ENSG00000157778.4	PSMG3
ENSG00000257556.1	RP11-44N21.1
ENSG00000244061.1	RP11-389C8.1
ENSG00000185436.7	IFNLR1
ENSG00000269396.1	AC187652.1
ENSG00000117525.9	F3
ENSG00000085274.11	MYNN
ENSG00000119820.6	YIPF4
ENSG00000145734.14	BDP1
ENSG00000196305.13	IARS
ENSG00000228285.2	LYPLA2P1
ENSG00000260971.3	RP11-504A18.1
ENSG00000163686.9	ABHD6
ENSG00000153012.7	LGI2
ENSG00000173930.8	SLCO4C1
ENSG00000142235.4	LMTK3
ENSG00000119041.6	GTF3C3
ENSG00000183579.11	ZNRF3
ENSG00000124097.7	HMGB1P1
ENSG00000120265.12	PCMT1
ENSG00000253250.2	RP11-122A3.2
ENSG00000125841.8	NRSN2
ENSG00000236844.1	AC091633.2
ENSG00000162572.15	SCNN1D
ENSG00000154548.8	SRSF12
ENSG00000179314.9	WSCD1
ENSG00000170074.15	FAM153A
ENSG00000249286.1	CTD-2210P15.2
ENSG00000114388.8	NPRL2
ENSG00000104972.10	LILRB1
ENSG00000148158.12	SNX30
ENSG00000176595.3	KBTBD11
ENSG00000131095.7	GFAP
ENSG00000064490.9	RFXANK
ENSG00000198865.5	CCDC152
ENSG00000119777.14	TMEM214
ENSG00000159166.9	LAD1
ENSG00000101251.7	SEL1L2
ENSG00000215208.3	KRT18P60
ENSG00000187994.9	RINL
ENSG00000214941.3	ZSWIM7
ENSG00000162627.12	SNX7
ENSG00000010256.6	UQCRC1
ENSG00000198887.7	SMC5
ENSG00000213934.5	HBG1
ENSG00000173011.11	TADA2B
ENSG00000083168.5	KAT6A
ENSG00000131507.9	NDFIP1
ENSG00000254872.2	RP13-870H17.3
ENSG00000250889.2	RP11-229C3.2
ENSG00000233998.1	SETP5
ENSG00000166250.7	CLMP
ENSG00000223806.3	LINC00114
ENSG00000203877.3	RIPPLY2
ENSG00000159423.12	ALDH4A1
ENSG00000169242.7	EFNA1
ENSG00000214050.3	FBXO16
ENSG00000132005.4	RFX1
ENSG00000090013.5	BLVRB
ENSG00000149256.10	TENM4
ENSG00000183688.4	FAM101B
ENSG00000155974.7	GRIP1
ENSG00000239218.2	RPS20P22
ENSG00000230872.1	AC092338.5
ENSG00000171105.9	INSR
ENSG00000116863.10	ADPRHL2
ENSG00000235888.1	AF064858.8
ENSG00000119285.6	HEATR1
ENSG00000142875.15	PRKACB
ENSG00000150527.12	CTAGE5
ENSG00000177917.6	ARL6IP6
ENSG00000122778.5	KIAA1549
ENSG00000188396.2	TCTEX1D4
ENSG00000100883.7	SRP54
ENSG00000249306.1	RP11-267A15.1
ENSG00000261135.1	RP4-798A10.7
ENSG00000130304.12	SLC27A1
ENSG00000234396.3	RP11-181G12.4
ENSG00000059378.8	PARP12
ENSG00000169282.13	KCNAB1
ENSG00000270109.1	RP11-393M11.2
ENSG00000010244.12	ZNF207
ENSG00000163132.6	MSX1
ENSG00000075303.8	SLC25A40
ENSG00000196169.10	KIF19
ENSG00000129993.10	CBFA2T3
ENSG00000136378.10	ADAMTS7
ENSG00000185009.8	AP3M1
ENSG00000173621.8	LRFN4
ENSG00000164649.15	CDCA7L
ENSG00000126453.5	BCL2L12
ENSG00000205426.6	KRT81
ENSG00000183048.7	SLC25A10
ENSG00000119004.10	CYP20A1
ENSG00000136925.10	TSTD2
ENSG00000186212.2	SOWAHB
ENSG00000022277.8	RTFDC1
ENSG00000167632.10	TRAPPC9
ENSG00000110723.7	EXPH5
ENSG00000122490.14	PQLC1
ENSG00000163683.7	SMIM14
ENSG00000124126.9	PREX1
ENSG00000187951.6	ARHGAP11B
ENSG00000121764.7	HCRTR1
ENSG00000203403.2	AC020907.2
ENSG00000166164.11	BRD7
ENSG00000236641.1	CTA-221G9.7
ENSG00000149972.6	CNTN5
ENSG00000081913.9	PHLPP1
ENSG00000161920.5	MED11
ENSG00000169760.13	NLGN1
ENSG00000172575.7	RASGRP1
ENSG00000082146.8	STRADB
ENSG00000100266.13	PACSIN2
ENSG00000078319.7	PMS2P1
ENSG00000004455.12	AK2
ENSG00000225870.1	LINC00368
ENSG00000163806.11	SPDYA
ENSG00000013375.11	PGM3
ENSG00000138594.8	TMOD3
ENSG00000260591.1	RP11-817O13.6
ENSG00000168811.2	IL12A
ENSG00000103066.8	PLA2G15
ENSG00000187957.7	DNER
ENSG00000244119.1	PDCL3P4
ENSG00000182183.10	FAM159A
ENSG00000130222.6	GADD45G
ENSG00000184640.13	SEPT9
ENSG00000113810.11	SMC4
ENSG00000113522.9	RAD50
ENSG00000264350.1	SNRPGP2
ENSG00000183850.9	ZNF730
ENSG00000149043.12	SYT8
ENSG00000204304.7	PBX2
ENSG00000115425.9	PECR
ENSG00000153989.7	NUS1
ENSG00000031003.6	FAM13B
ENSG00000266909.1	SLC25A6P4
ENSG00000198719.7	DLL1
ENSG00000242814.2	RP11-436H11.1
ENSG00000213782.3	DDX47
ENSG00000187954.8	CYHR1
ENSG00000254131.1	RP11-1007J8.1
ENSG00000135406.9	PRPH
ENSG00000205897.5	OR7E136P
ENSG00000188883.4	KLRG2
ENSG00000114268.7	PFKFB4
ENSG00000204472.8	AIF1
ENSG00000113594.5	LIFR
ENSG00000180229.8	HERC2P3
ENSG00000272511.1	RP11-180N14.1
ENSG00000234754.1	RP11-421L10.1
ENSG00000261161.1	RP11-58A18.1
ENSG00000213465.3	ARL2
ENSG00000163931.11	TKT
ENSG00000116574.4	RHOU
ENSG00000113272.9	THG1L
ENSG00000101349.12	PAK7
ENSG00000104885.13	DOT1L
ENSG00000116005.7	PCYOX1
ENSG00000177879.10	AP3S1
ENSG00000112759.12	SLC29A1
ENSG00000268175.1	AC117395.1
ENSG00000101544.4	ADNP2
ENSG00000164107.7	HAND2
ENSG00000246379.2	RP11-461O7.1
ENSG00000147799.7	ARHGAP39
ENSG00000122585.3	NPY
ENSG00000154822.11	PLCL2
ENSG00000268295.1	RP11-248B24.4
ENSG00000230897.1	RPS18P12
ENSG00000155100.6	OTUD6B
ENSG00000157456.3	CCNB2
ENSG00000198732.6	SMOC1
ENSG00000101115.8	SALL4
ENSG00000136840.14	ST6GALNAC4
ENSG00000099769.5	IGFALS
ENSG00000270711.1	RP11-46A10.8
ENSG00000235295.1	XXbac-B476C20.17
ENSG00000260011.2	RP13-20L14.1
ENSG00000254884.1	RP11-682B13.2
ENSG00000100246.8	DNAL4
ENSG00000072201.9	LNX1
ENSG00000227184.3	EPPK1
ENSG00000048828.12	FAM120A
ENSG00000125249.6	RAP2A
ENSG00000197892.8	KIF13B
ENSG00000131067.12	GGT7
ENSG00000188873.4	RPL10AP2
ENSG00000181408.2	UTS2R
ENSG00000253676.1	TAGLN2P1
ENSG00000146233.3	CYP39A1
ENSG00000108679.8	LGALS3BP
ENSG00000134545.9	KLRC1
ENSG00000157782.5	CABP1
ENSG00000165617.10	DACT1
ENSG00000115353.6	TACR1
ENSG00000154153.9	FAM134B
ENSG00000172164.9	SNTB1
ENSG00000205879.4	FAM90A2P
ENSG00000074706.9	IPCEF1
ENSG00000138735.11	PDE5A
ENSG00000115594.7	IL1R1
ENSG00000196954.8	CASP4
ENSG00000233028.1	RP4-725G10.4
ENSG00000270604.1	HCG17
ENSG00000136653.15	RASSF5
ENSG00000138395.10	CDK15
ENSG00000153721.13	CNKSR3
ENSG00000102743.10	SLC25A15
ENSG00000198384.7	TPTE2P3
ENSG00000148090.7	AUH
ENSG00000138411.6	HECW2
ENSG00000206190.7	ATP10A
ENSG00000260771.1	RP1-39J2.1
ENSG00000170577.7	SIX2
ENSG00000064042.13	LIMCH1
ENSG00000137075.13	RNF38
ENSG00000162745.6	OLFML2B
ENSG00000152931.7	PART1
ENSG00000109445.6	ZNF330
ENSG00000188549.8	C15orf52
ENSG00000160818.12	GPATCH4
ENSG00000166192.10	SENP8
ENSG00000113161.11	HMGCR
ENSG00000159079.14	C21orf59
ENSG00000196182.6	STK40
ENSG00000136237.14	RAPGEF5
ENSG00000261220.2	RP11-629O1.2
ENSG00000139722.2	VPS37B
ENSG00000157510.9	AFAP1L1
ENSG00000242748.1	RPL23AP81
ENSG00000189058.4	APOD
ENSG00000168769.8	TET2
ENSG00000269837.1	RP11-15H20.5
ENSG00000166578.5	IQCD
ENSG00000248112.1	RP11-78C3.1
ENSG00000168333.9	C8orf22
ENSG00000177303.5	CASKIN2
ENSG00000212994.4	RPS26P6
ENSG00000259165.1	DDX18P1
ENSG00000072682.14	P4HA2
ENSG00000153823.14	PID1
ENSG00000164675.6	IQUB
ENSG00000078699.17	CBFA2T2
ENSG00000177143.3	CETN1
ENSG00000075292.14	ZNF638
ENSG00000166398.8	KIAA0355
ENSG00000104853.11	CLPTM1
ENSG00000185052.7	SLC24A3
ENSG00000157181.10	C1orf27
ENSG00000106366.7	SERPINE1
ENSG00000065621.10	GSTO2
ENSG00000152242.6	C18orf25
ENSG00000154415.3	PPP1R3A
ENSG00000134013.11	LOXL2
ENSG00000055732.8	MCOLN3
ENSG00000136238.13	RAC1
ENSG00000157657.10	ZNF618
ENSG00000165698.11	C9orf9
ENSG00000163344.5	PMVK
ENSG00000256499.1	CTC-465D4.1
ENSG00000163067.10	ZNF2
ENSG00000078795.12	PKD2L2
ENSG00000176658.12	MYO1D
ENSG00000138074.10	SLC5A6
ENSG00000187672.8	ERC2
ENSG00000104814.8	MAP4K1
ENSG00000132017.6	DCAF15
ENSG00000086506.2	HBQ1
ENSG00000269858.1	EGLN2
ENSG00000109339.14	MAPK10
ENSG00000188042.5	ARL4C
ENSG00000224481.1	RP11-495P10.3
ENSG00000157445.10	CACNA2D3
ENSG00000112245.6	PTP4A1
ENSG00000065809.9	FAM107B
ENSG00000186314.7	PRELID2
ENSG00000272144.1	CTD-2035E11.5
ENSG00000206527.5	PTPLB
ENSG00000144031.7	ANKRD53
ENSG00000175084.7	DES
ENSG00000153879.4	CEBPG
ENSG00000145335.11	SNCA
ENSG00000172995.12	ARPP21
ENSG00000140943.12	MBTPS1
ENSG00000124151.14	NCOA3
ENSG00000153885.10	KCTD15
ENSG00000139767.4	SRRM4
ENSG00000225708.2	RP13-379L11.1
ENSG00000255565.1	RP11-6B19.1
ENSG00000168282.4	MGAT2
ENSG00000150093.14	ITGB1
ENSG00000154478.3	GPR26
ENSG00000215347.3	SLC25A5P1
ENSG00000187736.8	NHEJ1
ENSG00000142583.13	SLC2A5
ENSG00000267119.1	RPL10P15
ENSG00000124171.4	PARD6B
ENSG00000140199.7	SLC12A6
ENSG00000236998.2	RP11-203L2.3
ENSG00000133195.7	SLC39A11
ENSG00000213608.5	SLC25A14P1
ENSG00000159455.7	LCE2B
ENSG00000136205.12	TNS3
ENSG00000107331.12	ABCA2
ENSG00000224647.2	AC026954.6
ENSG00000186834.2	HEXIM1
ENSG00000129749.3	CHRNA10
ENSG00000176444.14	CLK2
ENSG00000225419.1	RPL21P3
ENSG00000143761.9	ARF1
ENSG00000163531.11	NFASC
ENSG00000139163.11	ETNK1
ENSG00000131873.5	CHSY1
ENSG00000187838.12	TMEM256-PLSCR3
ENSG00000160349.5	LCN1
ENSG00000114030.8	KPNA1
ENSG00000172331.7	BPGM
ENSG00000086061.11	DNAJA1
ENSG00000131503.16	ANKHD1
ENSG00000087258.9	GNAO1
ENSG00000237523.1	LINC00857
ENSG00000137571.6	SLCO5A1
ENSG00000168779.15	SHOX2
ENSG00000198626.11	RYR2
ENSG00000259884.1	RP11-1100L3.8
ENSG00000100605.12	ITPK1
ENSG00000105849.5	TWISTNB
ENSG00000067334.9	DNTTIP2
ENSG00000129038.11	LOXL1
ENSG00000203801.4	LINC00222
ENSG00000166813.10	KIF7
ENSG00000182087.8	TMEM259
ENSG00000250697.1	CTD-2066L21.3
ENSG00000108578.10	BLMH
ENSG00000168899.4	VAMP5
ENSG00000112210.7	RAB23
ENSG00000134762.12	DSC3
ENSG00000257410.1	RP11-2H8.2
ENSG00000066697.10	MSANTD3
ENSG00000039600.6	SOX30
ENSG00000221949.2	C12orf61
ENSG00000230482.1	ATP5G2P3
ENSG00000173267.9	SNCG
ENSG00000205808.4	PPAPDC2
ENSG00000132514.9	CLEC10A
ENSG00000270510.1	RP11-777F6.3
ENSG00000260844.2	RP11-578F21.9
ENSG00000228559.1	RP3-340B19.3
ENSG00000185122.6	HSF1
ENSG00000145779.7	TNFAIP8
ENSG00000135677.6	GNS
ENSG00000145014.13	TMEM44
ENSG00000120820.8	GLT8D2
ENSG00000151239.9	TWF1
ENSG00000141750.6	STAC2
ENSG00000260578.1	CTD-2541J13.1
ENSG00000115468.7	EFHD1
ENSG00000141699.6	FAM134C
ENSG00000187792.3	ZNF70
ENSG00000131127.9	ZNF141
ENSG00000120756.8	PLS1
ENSG00000163513.13	TGFBR2
ENSG00000226375.1	RP3-395P12.2
ENSG00000083123.10	BCKDHB
ENSG00000255400.1	RP13-631K18.5
ENSG00000124466.8	LYPD3
ENSG00000111846.11	GCNT2
ENSG00000177301.9	KCNA2
ENSG00000108691.5	CCL2
ENSG00000235979.4	AC004448.5
ENSG00000167770.7	OTUB1
ENSG00000231024.1	AC092431.3
ENSG00000140153.13	WDR20
ENSG00000006712.10	PAF1
ENSG00000141664.5	ZCCHC2
ENSG00000112761.14	WISP3
ENSG00000102837.6	OLFM4
ENSG00000273356.1	RP11-804H8.6
ENSG00000155621.10	C9orf85
ENSG00000184984.8	CHRM5
ENSG00000272659.1	AP000295.10
ENSG00000183260.5	ABHD16B
ENSG00000049089.9	COL9A2
ENSG00000171451.13	DSEL
ENSG00000128335.9	APOL2
ENSG00000197208.5	SLC22A4
ENSG00000174374.9	WBSCR16
ENSG00000156475.14	PPP2R2B
ENSG00000112659.9	CUL9
ENSG00000151468.9	CCDC3
ENSG00000258565.1	BLZF2P
ENSG00000090971.4	NAT14
ENSG00000151474.15	FRMD4A
ENSG00000272198.1	RP11-309G3.3
ENSG00000181541.4	MAB21L2
ENSG00000168214.16	RBPJ
ENSG00000273329.1	RP11-448A19.1
ENSG00000166295.4	ANAPC16
ENSG00000109738.6	GLRB
ENSG00000184886.3	PIGW
ENSG00000006075.11	CCL3
ENSG00000239763.2	AC009120.3
ENSG00000141380.9	SS18
ENSG00000151320.6	AKAP6
ENSG00000138604.5	GLCE
ENSG00000186364.7	NUDT17
ENSG00000050438.12	SLC4A8
ENSG00000146701.7	MDH2
ENSG00000176700.15	SCAND2P
ENSG00000112893.5	MAN2A1
ENSG00000101445.5	PPP1R16B
ENSG00000236992.1	RPL12L3
ENSG00000160767.16	FAM189B
ENSG00000145730.16	PAM
ENSG00000261192.1	RNF126P1
ENSG00000224506.2	RP1-293L8.2
ENSG00000142634.8	EFHD2
ENSG00000015153.10	YAF2
ENSG00000180817.7	PPA1
ENSG00000225166.1	AC012462.2
ENSG00000088682.9	COQ9
ENSG00000132953.12	XPO4
ENSG00000259612.1	EEF1A1P22
ENSG00000152495.6	CAMK4
ENSG00000230992.2	FAM201B
ENSG00000228950.1	AC023137.2
ENSG00000198846.5	TOX
ENSG00000179837.6	RBM15B
ENSG00000084733.6	RAB10
ENSG00000166535.15	A2ML1
ENSG00000163412.8	EIF4E3
ENSG00000116604.13	MEF2D
ENSG00000104524.9	PYCRL
ENSG00000005249.8	PRKAR2B
ENSG00000115641.14	FHL2
ENSG00000249693.2	THEGL
ENSG00000006459.6	JHDM1D
ENSG00000132613.10	MTSS1L
ENSG00000006831.9	ADIPOR2
ENSG00000152503.5	TRIM36
ENSG00000107623.4	GDF10
ENSG00000089220.4	PEBP1
ENSG00000254271.1	RP11-131N11.4
ENSG00000180340.5	FZD2
ENSG00000156052.6	GNAQ
ENSG00000177519.3	RPRM
ENSG00000248360.3	LINC00504
ENSG00000113790.6	EHHADH
ENSG00000272043.1	RP11-44N11.3
ENSG00000234509.1	AP000253.1
ENSG00000168754.9	FAM178B
ENSG00000175354.14	PTPN2
ENSG00000236377.1	AC084809.3
ENSG00000215559.4	ANKRD20A11P
ENSG00000169271.1	HSPB3
ENSG00000123200.12	ZC3H13
ENSG00000108641.10	B9D1
ENSG00000185658.9	BRWD1
ENSG00000136068.10	FLNB
ENSG00000100373.5	UPK3A
ENSG00000064601.12	CTSA
ENSG00000204396.6	VWA7
ENSG00000135506.11	OS9
ENSG00000268613.1	CTD-2620I22.7
ENSG00000186765.7	FSCN2
ENSG00000072609.13	CHFR
ENSG00000106615.5	RHEB
ENSG00000126070.14	AGO3
ENSG00000166670.5	MMP10
ENSG00000172086.7	KRCC1
ENSG00000179604.8	CDC42EP4
ENSG00000272799.1	RP11-474N24.6
ENSG00000157014.6	TATDN2
ENSG00000257859.1	RP11-266E14.1
ENSG00000133121.16	STARD13
ENSG00000106483.7	SFRP4
ENSG00000090905.13	TNRC6A
ENSG00000125741.4	OPA3
ENSG00000103888.11	KIAA1199
ENSG00000115828.11	QPCT
ENSG00000152256.9	PDK1
ENSG00000154310.12	TNIK
ENSG00000170891.6	CYTL1
ENSG00000156928.4	MALSU1
ENSG00000108296.7	CWC25
ENSG00000188730.4	VWC2
ENSG00000173801.12	JUP
ENSG00000170500.8	LONRF2
ENSG00000259834.1	RP11-284N8.3
ENSG00000248593.3	DSTNP2
ENSG00000121211.3	MND1
ENSG00000125046.10	SSUH2
ENSG00000169181.8	GSG1L
ENSG00000167112.7	TRUB2
ENSG00000164764.10	SBSPON
ENSG00000183396.3	TMEM89
ENSG00000179399.9	GPC5
ENSG00000165644.6	COMTD1
ENSG00000230783.1	AC009961.2
ENSG00000203364.2	RP11-370F5.4
ENSG00000184156.11	KCNQ3
ENSG00000108010.7	GLRX3
ENSG00000184677.12	ZBTB40
ENSG00000198643.2	FAM3D
ENSG00000182931.5	WFDC10B
ENSG00000151611.9	MMAA
ENSG00000118729.10	CASQ2
ENSG00000148848.10	ADAM12
ENSG00000162385.6	MAGOH
ENSG00000104356.6	POP1
ENSG00000214650.2	RP11-83B20.1
ENSG00000214955.5	AP000318.2
ENSG00000162869.11	PPP1R21
ENSG00000034713.3	GABARAPL2
ENSG00000036672.11	USP2
ENSG00000169016.12	E2F6
ENSG00000126262.4	FFAR2
ENSG00000260105.2	AOC4P
ENSG00000099999.10	RNF215
ENSG00000151948.7	GLT1D1
ENSG00000050767.11	COL23A1
ENSG00000162426.10	SLC45A1
ENSG00000086102.14	NFX1
ENSG00000227388.2	RP11-112J3.16
ENSG00000121297.6	TSHZ3
ENSG00000134291.7	TMEM106C
ENSG00000156966.6	B3GNT7
ENSG00000115896.11	PLCL1
ENSG00000049656.9	CLPTM1L
ENSG00000148840.6	PPRC1
ENSG00000250462.4	LRRC37BP1
ENSG00000257526.1	RP11-20E24.1
ENSG00000143847.11	PPFIA4
ENSG00000068971.9	PPP2R5B
ENSG00000108582.7	CPD
ENSG00000156869.8	FRRS1
ENSG00000269543.1	CTD-2291D10.3
ENSG00000261549.2	RP11-320A16.1
ENSG00000187123.10	LYPD6
ENSG00000144908.9	ALDH1L1
ENSG00000178015.4	GPR150
ENSG00000244604.1	RP11-713H12.1
ENSG00000155465.14	SLC7A7
ENSG00000074317.6	SNCB
ENSG00000139211.5	AMIGO2
ENSG00000272761.1	RP11-572C15.6
ENSG00000133424.16	LARGE
ENSG00000170242.13	USP47
ENSG00000226025.5	LGALS17A
ENSG00000256616.2	RP11-815J4.6
ENSG00000088827.8	SIGLEC1
ENSG00000149187.13	CELF1
ENSG00000144644.10	GADL1
ENSG00000140299.7	BNIP2
ENSG00000168675.14	LDLRAD4
ENSG00000118181.6	RPS25
ENSG00000267711.1	RP11-686D22.5
ENSG00000149483.7	TMEM138
ENSG00000169019.9	COMMD8
ENSG00000132849.14	INADL
ENSG00000240370.2	RPL13P5
ENSG00000148291.5	SURF2
ENSG00000173988.8	LRRC63
ENSG00000186487.13	MYT1L
ENSG00000152779.12	SLC16A12
ENSG00000144468.12	RHBDD1
ENSG00000171466.5	ZNF562
ENSG00000135547.4	HEY2
ENSG00000112562.14	SMOC2
ENSG00000171135.10	JAGN1
ENSG00000270480.1	RP11-57B24.1
ENSG00000240311.1	LA16c-306E5.1
ENSG00000170456.10	DENND5B
ENSG00000260418.1	RP3-406A7.7
ENSG00000009724.12	MASP2
ENSG00000198363.11	ASPH
ENSG00000271824.1	AC009014.3
ENSG00000235363.1	SNRPGP10
ENSG00000130427.2	EPO
ENSG00000146828.13	SLC12A9
ENSG00000228238.1	GS1-304P7.2
ENSG00000137094.10	DNAJB5
ENSG00000109270.8	LAMTOR3
ENSG00000227855.3	AC007276.5
ENSG00000170502.8	NUDT9
ENSG00000256464.1	RP11-613F22.5
ENSG00000112208.10	BAG2
ENSG00000163638.9	ADAMTS9
ENSG00000119655.4	NPC2
ENSG00000213693.4	SEC14L1P1
ENSG00000137936.12	BCAR3
ENSG00000005513.9	SOX8
ENSG00000165966.10	PDZRN4
ENSG00000139304.8	PTPRQ
ENSG00000137142.4	IGFBPL1
ENSG00000225451.1	RP11-340I6.5
ENSG00000262454.1	RP11-65J21.3
ENSG00000184160.6	ADRA2C
ENSG00000142910.11	TINAGL1
ENSG00000166347.14	CYB5A
ENSG00000189060.4	H1F0
ENSG00000143369.10	ECM1
ENSG00000162460.6	TMEM82
ENSG00000175221.10	MED16
ENSG00000151838.7	CCDC175
ENSG00000143079.10	CTTNBP2NL
ENSG00000148737.11	TCF7L2
ENSG00000100417.7	PMM1
ENSG00000107290.9	SETX
ENSG00000163207.5	IVL
ENSG00000144642.16	RBMS3
ENSG00000174100.5	MRPL45
ENSG00000223382.3	RP1-65J11.1
ENSG00000237807.3	RP11-400K9.4
ENSG00000081803.11	CADPS2
ENSG00000101361.10	NOP56
ENSG00000105289.10	TJP3
ENSG00000171865.5	RNASEH1
ENSG00000225028.1	RP11-330M19.1
ENSG00000204619.3	PPP1R11
ENSG00000130313.2	PGLS
ENSG00000241563.2	CORT
ENSG00000260523.1	RP11-483P21.3
ENSG00000120160.6	EQTN
ENSG00000180549.7	FUT7
ENSG00000114738.6	MAPKAPK3
ENSG00000227081.4	RP11-543P15.1
ENSG00000248780.1	RP11-632F7.1
ENSG00000135338.9	LCA5
ENSG00000241218.1	RP11-446H18.1
ENSG00000145681.6	HAPLN1
ENSG00000223485.1	RP11-417E7.1
ENSG00000143314.8	MRPL24
ENSG00000224728.1	AC090945.1
ENSG00000165188.9	RNF183
ENSG00000072182.8	ASIC4
ENSG00000119729.6	RHOQ
ENSG00000096092.5	TMEM14A
ENSG00000255418.1	RP11-266A24.1
ENSG00000131871.10	VIMP
ENSG00000255566.1	RP11-114F3.5
ENSG00000144824.15	PHLDB2
ENSG00000119042.12	SATB2
ENSG00000213658.6	LAT
ENSG00000185304.12	RGPD2
ENSG00000137814.5	HAUS2
ENSG00000235091.1	WI2-85898F10.1
ENSG00000148057.11	IDNK
ENSG00000103175.6	WFDC1
ENSG00000130755.8	GMFG
ENSG00000127129.5	EDN2
ENSG00000254348.1	RP11-1134I14.4
ENSG00000253373.1	RP11-21C17.1
ENSG00000111052.3	LIN7A
ENSG00000224414.1	AC010886.2
ENSG00000185860.9	C1orf110
ENSG00000085276.13	MECOM
ENSG00000185483.7	ROR1
ENSG00000153707.11	PTPRD
ENSG00000226284.1	ARPC3P1
ENSG00000081087.10	OSTM1
ENSG00000183023.14	SLC8A1
ENSG00000135842.12	FAM129A
ENSG00000249068.1	CTC-287O8.1
ENSG00000128805.10	ARHGAP22
ENSG00000188290.6	HES4
ENSG00000243927.1	MRPS6
ENSG00000175866.11	BAIAP2
ENSG00000198113.2	TOR4A
ENSG00000255587.3	RAB44
ENSG00000142065.9	ZFP14
ENSG00000253864.1	AC131025.8
ENSG00000092068.14	SLC7A8
ENSG00000164756.8	SLC30A8
ENSG00000214510.5	SPINK13
ENSG00000181322.9	NME9
ENSG00000158764.6	ITLN2
ENSG00000106025.4	TSPAN12
ENSG00000167261.9	DPEP2
ENSG00000122034.8	GTF3A
ENSG00000010017.9	RANBP9
ENSG00000117707.11	PROX1
ENSG00000124225.11	PMEPA1
ENSG00000091986.11	CCDC80
ENSG00000075336.7	TIMM21
ENSG00000144560.9	VGLL4
ENSG00000188522.10	FAM83G
ENSG00000170373.4	CST1
ENSG00000102924.7	CBLN1
ENSG00000267641.1	CTC-260E6.8
ENSG00000141384.7	TAF4B
ENSG00000169045.13	HNRNPH1
ENSG00000230076.1	AC016708.2
ENSG00000120885.15	CLU
ENSG00000154040.16	CABYR
ENSG00000075884.8	ARHGAP15
ENSG00000137494.9	ANKRD42
ENSG00000161973.6	CCDC42
ENSG00000257698.1	RP11-620J15.3
ENSG00000259067.1	CTD-3051D23.3
ENSG00000163793.8	DNAJC5G
ENSG00000156222.7	SLC28A1
ENSG00000162378.8	ZYG11B
ENSG00000270947.1	AC025811.3
ENSG00000273019.1	RP11-508N22.13
ENSG00000230383.1	AC009245.3
ENSG00000175315.2	CST6
ENSG00000145936.4	KCNMB1
ENSG00000127720.3	METTL25
